Nro,Identificacion,Nombres,Apellidos,NroCuenta,IdBanco,Saldo
69272,6725610703,Juan,Vargas,1551129392256030,10,495125.8846
13587,9999430924,Sofia,Quispe,1015167166436860,10,495111.7245
78130,9353682244,Diego,Vargas Vargas,9815388093867270,10,495008.8794
60503,84087701,Jose Carlos Jorge,Lopez Vargas,1021116414904590,10,494955.3742
100059,2182239952,Carlos Elena,Lopez,4484817567054440,10,494839.8159
35197,9076649365,Juan,Mamani Flores,3849386119656000,10,494825.6193
85752,7240502162,Elena Sofia,Lopez Mamani,9389492328532040,10,494806.6869
35531,3936502080,Diego Ricardo Maria,Vargas,4153459498888570,10,494776.4788
90398,4409423776,Jose Elena Juan,Perez Rodriguez,602430317921498,10,494656.1219
30805,2483334122,Sofia,Garcia,4996969779206130,10,494537.5209
48581,6486772346,Diego,Mamani,8148777690674720,10,494482.5296
40152,6001499560,Maria Carlos Diego,Quispe Garcia,9663267648287080,10,494455.8306
120299,620149103,Lucia Ricardo Juan,Rodriguez Rodriguez,9173979068749260,10,494078.5441
50437,7922590834,Diego Jose,Garcia Claros,1113048532796720,10,494060.8167
105616,8812980691,Luis,Lopez,4367378840778930,10,493919.7487
35739,3309150790,Ricardo,Garcia Rodriguez,9240132502178080,10,493875.9972
38854,9573451970,Maria,Mendoza,7238711058076260,10,493873.6971
19398,6403081798,Diego Maria,Mendoza,767253291423230,10,493865.1466
10968,7268604463,Jose,Perez Claros,7800778387913500,10,493828.6113
62710,1278391845,Luis Juan,Quispe,7353711538754430,10,493785.2395
87112,1479552245,Sofia,Perez Martinez,9156049858768760,10,493769.46
51737,8040027180,Diego Diego Lucia,Claros Mamani,3132018080521630,10,493695.6898
8478,592473077,Maria Jose Ricardo,Perez,4235138727962090,10,493591.6259
12275,4594405657,Sofia Ana Lucia,Mendoza,187741462273587,10,493586.4
6477,5156790924,Juan Juan Jose,Garcia Rodriguez,2300416150296120,10,493569.5772
59599,3668991686,Luis Ana Juan,Vargas,9282635919118530,10,493485.9758
76490,360887044,Elena,Garcia Rodriguez,4291496848913700,10,493442.042
19659,1352552756,Carlos Elena Ricardo,Quispe Rodriguez,8186785249566120,10,493260.8277
82032,6297037675,Jorge Lucia Jose,Perez Perez,6123965707677060,10,493185.1573
60873,1502516176,Carlos Jorge Ricardo,Quispe,4061937506904530,10,493166.156
1933,2617138072,Elena Juan Juan,Vargas Mendoza,6663263995405150,10,493047.4134
148,7850963361,Ricardo Sofia,Claros,9163499739247150,10,492743.2032
85260,2847873038,Sofia,Mendoza Vargas,7274344082397250,10,492686.1646
76185,7368253643,Ana,Claros Flores,1269007977398280,10,492585.6869
14032,4395240209,Jorge Sofia Elena,Garcia,7157031715970340,10,492365.3239
69210,5266807042,Jorge,Quispe Perez,1734740210253850,10,492323.8414
102523,2739574183,Jorge Jose Carlos,Lopez,9825402152299140,10,492314.8604
71860,9872152696,Diego Maria Diego,Mamani,5648404643480320,10,492302.5878
93136,311046201,Juan Ana,Rodriguez,5942850972417060,10,492247.6997
122578,5791309531,Elena,Garcia Vargas,7818232656786600,10,492238.4806
38045,7199507906,Diego Sofia,Garcia Perez,6384572145970860,10,492235.1942
52223,4267361711,Diego,Quispe,3549603750683370,10,492226.0836
27173,6085801915,Maria Juan Luis,Mamani,7360043353520590,10,492216.8672
50945,3355836566,Maria,Rodriguez,4833987485131110,10,492161.6346
10593,1215283906,Lucia Ricardo Sofia,Choque,3411881474221690,10,492137.2537
32625,8094784949,Maria Ricardo,Garcia,4954129731224780,10,492132.9444
20920,6274119724,Ana Maria Lucia,Lopez Mendoza,3798271471773800,10,492062.2094
6269,6428285104,Jorge,Perez,5371883966954220,10,492052.7172
94257,1399571363,Jorge Ana,Vargas,7914292405791560,10,491970.2809
76021,7066698631,Elena,Quispe,5662761205045090,10,491963.7696
104378,9425573401,Jose Lucia,Flores Vargas,5028805272845170,10,491857.2753
88202,8095183011,Ricardo Juan,Claros Lopez,2075809888511290,10,491745.7449
89572,8366624271,Carlos Luis,Mamani Flores,4403373025218840,10,491745.1969
41210,6084195,Elena Jose,Vargas Choque,27712862123581,10,491727.8578
42864,8732286821,Ana Sofia,Garcia,3896722926305730,10,491714.9237
68608,1190917420,Diego,Vargas,6496862201431370,10,491642.0355
36122,8597819439,Jose,Vargas,7771354376253430,10,491512.9
99255,6179921946,Ricardo Juan,Garcia,1984399038047340,10,491388.9262
95600,52988647,Elena,Perez Flores,4876351309676490,10,491362.3139
91824,1839701903,Lucia Lucia Ana,Mamani Vargas,8632686021167810,10,491356.7644
65994,2462332876,Lucia Lucia Diego,Mendoza Mamani,1567230595136120,10,491284.0495
83589,9385453896,Jose Diego,Rodriguez,1387778802453420,10,491272.1494
75701,979859406,Maria Elena Carlos,Flores Vargas,4629992901771100,10,491132.8792
45494,440041556,Carlos,Lopez Garcia,7379202685006280,10,491018.2608
103601,2102146747,Ricardo,Perez Mamani,2716996712075890,10,490862.8953
19758,6719201153,Sofia Maria,Flores,7916919263901370,10,490809.5071
122390,2193941692,Luis,Quispe,7994757781838930,10,490796.7473
24706,7899778354,Ana Jose Sofia,Mamani Mendoza,1561973004398890,10,490713.2381
79222,2243317343,Ricardo,Mendoza Mendoza,2292391659737710,10,490673.2569
118418,1891839157,Diego Ana,Claros Quispe,7176519997698120,10,490649.5616
80368,1376095723,Diego Ricardo,Martinez,9451373377128690,10,490574.8531
79274,481097527,Carlos Elena,Flores Mamani,9088923757906310,10,490522.9592
63388,3180777992,Ana Carlos,Claros,4012910114091320,10,490358.8377
33705,5794896505,Ricardo,Mendoza Lopez,8040838801429150,10,490299.2098
96198,311082424,Jose,Rodriguez,551926701979149,10,490264.8508
30748,8440160289,Maria,Mendoza,5062201782061820,10,490182.6384
121198,1418438523,Juan Luis,Martinez Quispe,452838690127164,10,490168.0863
18104,6827187351,Diego,Claros,8449899662713920,10,490163.6762
83843,7303243044,Jorge,Quispe,2501172283779100,10,490130.85
38651,2183048382,Ricardo,Quispe Claros,276137023150461,10,490099.6975
122695,461853364,Diego Jorge,Lopez Mamani,7674270640895260,10,490057.955
106438,1370251221,Jose Lucia,Quispe,9270257609075080,10,489724.8573
65262,8053291244,Maria,Vargas Flores,5231858999764150,10,489724.6222
88380,5585323127,Sofia Sofia Maria,Claros,5719720253465070,10,489664.1686
11749,6188282093,Ana Ana,Rodriguez Garcia,7727982351353210,10,489549.3993
61653,5536873065,Luis Maria,Flores Flores,7191815402175960,10,489544.2946
15997,7366840991,Sofia Elena,Mamani,5814199424898210,10,489380.05
36093,762898923,Juan Elena Lucia,Perez,8438318482446820,10,489362.787
67995,7503234284,Elena,Garcia Lopez,4128843922896710,10,489359.2728
12538,3410737207,Jose,Quispe Mendoza,5864407037195580,10,489293.1954
66731,9199009143,Juan,Flores,3991325662618090,10,489257.9958
46793,9083954963,Elena Ana,Vargas Lopez,6277589094209140,10,489199.7623
17823,4217552409,Diego,Lopez,6695357730734880,10,489097.0601
88192,1950880237,Juan Carlos Diego,Vargas,8296841275248290,10,489058.0176
42755,4188140540,Jorge Jose Ricardo,Garcia,9613448032920390,10,489045.4826
30318,4693129465,Luis,Garcia Mamani,9846719488825810,10,488995.5261
115336,6770399923,Juan Sofia,Claros,8777670413332170,10,488820.7466
17627,659596781,Ricardo Jorge,Choque Quispe,5024623729698610,10,488812.7839
5407,1568165985,Maria,Martinez Mamani,309304055192162,10,488803.0915
23009,1455182411,Maria Ricardo,Garcia,5730349832275160,10,488696.3794
7942,8919246880,Luis Maria,Rodriguez,8039696182813290,10,488663.6015
85545,9033755630,Luis Carlos,Vargas,9366785838997130,10,488553.6082
94022,9033083025,Carlos Ricardo Jose,Claros Perez,6461261571148320,10,488539.375
116676,6311477023,Ricardo Carlos,Rodriguez,213924326401679,10,488452.945
10479,3799160984,Carlos Ana,Lopez,707126749183874,10,488369.0717
75710,4976560194,Carlos Jose Jose,Lopez,1204537415857780,10,488262.5287
80886,123110247,Juan Sofia Jorge,Flores Martinez,7173520021284280,10,488165.1358
670,8579023378,Carlos,Garcia,613264461954828,10,488127.4011
37495,4193310783,Ricardo,Rodriguez Lopez,8728846547110610,10,488100.9065
5387,8735879411,Juan,Rodriguez,1713470134019490,10,488096.4056
67311,88494476,Ricardo,Garcia Vargas,7499803309475370,10,488001.6939
34718,729248842,Ana Juan,Perez Martinez,5939116803133850,10,487973.6254
108182,6796792933,Ricardo,Mamani Lopez,1533780625628590,10,487916.9251
109932,6193403014,Maria Ricardo Elena,Flores Flores,1792748972268830,10,487872.7545
70848,6943604629,Ricardo Elena Jorge,Garcia,5695029193703440,10,487852.9699
88745,4095068166,Juan,Vargas,9466512643853620,10,487760.7563
43542,8528429590,Ana Juan,Garcia,4910379236511460,10,487672.2688
30099,310043289,Ricardo Carlos,Quispe,9556379608088940,10,487600.3435
12838,3702111725,Carlos Jose Carlos,Garcia,2300555997441260,10,487591.3827
89724,6269441577,Elena Diego Ricardo,Mamani,1223256367539980,10,487567.3984
55784,7565188754,Ana Carlos Juan,Mamani,9754677545309780,10,487551.0926
26486,2405094058,Jorge,Perez,6960278478890230,10,487463.5256
120462,2470789291,Lucia Sofia,Mamani,1242343709344180,10,487374.3883
112192,6689904459,Luis Juan Sofia,Lopez,1875719878704460,10,487247.9256
102008,2996238127,Ricardo Sofia Juan,Flores,46486780287836,10,487188.1953
56880,8642655540,Lucia,Perez,3367463812260730,10,487117.8241
64291,6094152440,Ricardo Luis Jorge,Flores Mamani,3768777939090770,10,487044.426
45826,1328727815,Ana Jose,Rodriguez,4250655026865890,10,487025.4506
11064,9751274629,Maria Sofia,Quispe Mamani,4783000743814930,10,486994.1627
31699,731631542,Juan Jorge,Rodriguez Vargas,9266988558723820,10,486986.94
41480,8435620620,Diego,Perez,1173928404760530,10,486949.67
16689,936415775,Diego Diego,Mamani,649245423920416,10,486938.0869
87154,1934884860,Lucia Juan,Lopez Garcia,6022597352566010,10,486936.1073
43166,3826177314,Jorge Juan,Claros Mendoza,7087213053660160,10,486829.7424
110950,3897702283,Diego,Vargas,3842005254147160,10,486788.7006
5146,7612407380,Carlos,Lopez,5101878896708500,10,486716.0983
88583,8423898447,Juan Juan Juan,Mamani Vargas,3009303124055180,10,486701.0405
54069,1515415746,Maria,Choque,6431821558880970,10,486654.397
67747,2560277147,Sofia,Perez,8077569894066930,10,486598.9468
81612,9615049807,Maria,Rodriguez,259893475298274,10,486565.8752
59425,2797977684,Juan,Claros,2677681356574440,10,486535.9873
32993,7639845291,Sofia,Lopez Perez,6901660212356790,10,486402.7266
44330,5559275783,Juan,Garcia Garcia,9874615345682500,10,486225.1854
41380,5571652632,Elena Jorge,Mamani Flores,7033526475880690,10,486222.0455
42750,5096119433,Jose Juan,Rodriguez,1734425042031000,10,486199.8088
108285,3021344135,Jorge Carlos Juan,Garcia,5121013761392930,10,486148.0276
115069,4096710745,Ana Carlos Sofia,Vargas,9273649058444600,10,486094.7439
122753,8769800119,Carlos Elena,Quispe,8047367982769490,10,486035.3893
73605,5406661384,Maria Jorge Luis,Mendoza,725627753804727,10,485886.5647
35059,9019654977,Juan,Quispe Mendoza,9029395123314820,10,485852.8255
92987,7333798289,Jose Diego Ricardo,Mamani,6971615355000700,10,485805.5296
110927,3845295341,Juan,Flores,7793855568927020,10,485759.7034
87538,7018259569,Jose Lucia,Mamani,1639828119492010,10,485673.706
86265,9377801868,Ricardo Ana,Lopez,5169924588261580,10,485655.1074
8498,4191121655,Maria Diego,Flores Claros,6872587389729380,10,485325.9442
27851,4908695102,Sofia Sofia Jorge,Mendoza Vargas,7064249067818410,10,485322.0522
122584,4110805350,Lucia Luis Lucia,Quispe,5966670144411820,10,485227.6293
39245,2051094775,Juan,Rodriguez Vargas,7146635766667290,10,485114.1298
78097,3912439393,Maria,Claros Mendoza,4476638666669550,10,484901.0989
16907,3951800192,Juan Jose Ana,Mamani Claros,6820477548587420,10,484888.4252
17073,1648677761,Ana Diego,Flores Flores,5355438284580680,10,484874.9074
79121,4635391227,Jorge Luis Ricardo,Mamani,5411808184275400,10,484825.7497
19232,5956506928,Carlos Maria Jose,Quispe Garcia,4025827259053490,10,484763.8774
59165,7072789979,Ana Jorge Diego,Mamani,488345578556241,10,484652.5575
55370,9353062941,Jose Jose,Perez Flores,7303147362986380,10,484621.8153
41118,2424662354,Luis Elena Diego,Garcia Mamani,2950792751241040,10,484546.3531
123029,7829210701,Jorge Jose,Mendoza,2996008819451460,10,484525.5189
55956,8532974598,Carlos Ricardo Ana,Rodriguez,4457636526974000,10,484258.81
41839,9121559743,Lucia Juan Jorge,Mendoza Lopez,5321884851247290,10,484239.0984
117946,201190346,Juan,Garcia,4657519351142050,10,484160.7738
113580,6811773747,Carlos Ana,Vargas Vargas,2075947981643790,10,484160.7449
17129,3359608714,Diego,Quispe Claros,1801108190775980,10,484156.6863
81650,137170209,Diego,Vargas,8558449064982440,10,484064.6722
10274,1905627259,Sofia Luis,Flores,9514662344899630,10,483972.005
109709,8404498756,Lucia Juan,Quispe,6400628825570710,10,483921.0744
17888,2894494280,Sofia Sofia Ricardo,Lopez,2475713286276640,10,483908.2077
11601,2749180840,Juan Sofia,Vargas Perez,8636488478860170,10,483879.1895
111404,2344349393,Jose,Garcia,360091234454583,10,483869.8217
10382,4526865388,Luis Sofia,Garcia,2181105680678280,10,483869.7801
17854,3408905710,Lucia Juan,Mamani,3678262954624580,10,483813.0327
86253,9720026832,Elena Juan Sofia,Vargas,106525560576020,10,483764.9309
79615,5112084830,Lucia Elena Carlos,Perez,1077068873087780,10,483761.8656
24729,7127956661,Jose Lucia Sofia,Quispe,8360067824431710,10,483703.2786
89025,1477193238,Maria Jose,Choque,279975434974441,10,483616.1954
34812,5981298973,Lucia Elena,Rodriguez,1236484888147420,10,483535.4936
62231,7421357262,Luis Maria,Claros,4889853824113400,10,483297.971
49545,5355824672,Lucia,Quispe Claros,4189296405994390,10,483286.06
66913,4001576148,Carlos Elena,Quispe,560149006767251,10,483230.7129
119945,9579449327,Carlos Lucia,Vargas,1208183528722880,10,483199.6265
52639,1466706264,Jose,Flores,5392836919745430,10,483179.4084
91830,2621429066,Juan,Claros,5749986739637930,10,483158.4646
97905,9181254150,Ana,Perez Claros,7683383946194260,10,483145.3232
85291,7005668003,Diego Jorge,Quispe Perez,1504395640168750,10,483108.1787
43669,7768941566,Lucia,Flores,5710430343000570,10,483062.6836
103857,4323715245,Diego Sofia,Rodriguez Garcia,5510010635667840,10,483010.0444
28175,1208829738,Diego,Quispe,8681201959162130,10,482988.0967
115240,3050901710,Sofia,Rodriguez Perez,9942447507690880,10,482919.6203
58648,6891645916,Diego Jorge,Garcia,1886137534763540,10,482918.294
9801,4081346646,Luis,Lopez Perez,6248235234447730,10,482666.3811
5826,2231978376,Carlos Ricardo,Mamani,5779627512578860,10,482648.4928
18314,5444182741,Ana Diego,Claros Flores,7270367823667130,10,482617.4011
31386,3843070020,Lucia Jose,Rodriguez,3673973269746100,10,482580.4349
69139,624860885,Ana Ricardo,Mamani Quispe,906587652631872,10,482569.936
71378,6494868818,Ricardo Jose Lucia,Quispe,4220435916259140,10,482429.8584
24423,8447734498,Juan,Flores,8299187748953170,10,482251
101301,3479587842,Ricardo,Flores,8340854175940180,10,482245.8814
92058,1402858537,Ricardo Maria,Mamani Mamani,7382826046559570,10,482241.7587
122785,3054537566,Ana Carlos Jorge,Lopez,2234729571161090,10,482110.6378
27901,9549127940,Jorge Ana Jorge,Claros Mamani,6891918808193810,10,482070.1781
88181,5836075629,Elena,Flores Quispe,1695164371412930,10,481995.4509
71494,2328466541,Sofia Ana,Garcia,2700505956128220,10,481965.4919
98498,5901998738,Lucia,Mendoza,5167149013460890,10,481922.6693
104142,6922289112,Jose,Flores Perez,4128190438856490,10,481843.298
24610,2439612549,Elena,Vargas,1911470966003050,10,481840.1982
122507,7127954367,Maria Diego,Flores,7125825190913490,10,481829.98
36923,5038410568,Sofia,Garcia Flores,7781990832150370,10,481765.1389
22520,7245062665,Ana Sofia,Perez Quispe,5068590662254730,10,481748.0698
66644,9319418042,Sofia Ana Sofia,Flores,1194095513531340,10,481693.1
20183,3081914283,Jose Lucia Ricardo,Perez Quispe,6350961055583150,10,481654.9363
267,109988465,Jose Jorge Elena,Flores Garcia,4999503566348150,10,481566.0619
123602,9773706641,Carlos Carlos Sofia,Mendoza,4979464129987180,10,481549.4886
67051,3179769952,Luis,Quispe Quispe,1745277994087610,10,481529.2684
109883,7186289331,Jose Carlos Carlos,Vargas,4048722041539210,10,481424.2237
31252,8052595545,Jorge Ana Maria,Flores Flores,4780218209368730,10,481416.4719
44067,5981407752,Maria Elena,Perez,504487240291316,10,481401.3718
111239,7116926405,Luis Maria,Mendoza Mendoza,2638428279247800,10,481370.243
68589,7254147982,Diego Carlos,Mamani,6876503022219330,10,481306.1443
123211,2511206806,Elena,Vargas Perez,465574009066432,10,481265.5341
93175,8323289505,Jorge Jose Maria,Perez,2350140112402610,10,481253.8751
55516,8872359704,Jorge,Garcia Vargas,3854128003453200,10,481213.8922
99797,1800831444,Juan,Perez,8526919220365290,10,481180.1992
108976,2203920207,Lucia Juan,Vargas Flores,3763756109837480,10,481102.1601
46897,8061844526,Elena,Mamani Mendoza,6892216184294630,10,481070.981
108470,6987108610,Jorge Jose,Perez,1535200700456080,10,480960.1217
92228,3595394000,Juan Diego Diego,Mendoza,4997817306928740,10,480942.4872
115831,7086149550,Juan,Rodriguez Mendoza,8663773223203820,10,480904.0416
36441,5282840705,Elena Lucia,Rodriguez,9214844422428290,10,480884.2313
47688,4925458685,Elena Luis Elena,Lopez Claros,2318130461955110,10,480864.5375
53136,9703084423,Jorge,Rodriguez Perez,6981530206732470,10,480763.8721
107857,9289780427,Jorge Jose,Vargas,9894717217015380,10,480726.1297
105111,7236074752,Sofia,Mendoza,5997701690846770,10,480687.2721
92913,1646102061,Lucia Carlos,Martinez,224145092328577,10,480682.7268
10971,4269782083,Luis Lucia Carlos,Claros,2991536496855930,10,480620.5685
68718,5582955779,Elena Diego,Garcia,1082331318528780,10,480485.7487
113618,5401060936,Sofia,Flores,8897157169123250,10,480439.7489
58669,7811885204,Carlos,Vargas,3680374882143890,10,480384.587
38749,6266423112,Elena Jorge Luis,Mamani Vargas,8874748592687830,10,480371.8124
42839,3450692498,Ana,Claros,4263272050568090,10,480355.0352
33507,3381487292,Ricardo Elena Diego,Flores,5788069464751850,10,480276.2411
67113,2125953448,Elena,Rodriguez Vargas,4553428264627250,10,480209.1887
18493,7469917880,Jose Ana Jose,Lopez Mamani,5610961114192180,10,480203.5582
50840,7272214823,Jose Jorge,Mendoza,9520102428162180,10,480185.75
39033,6363381851,Maria,Flores Perez,8079817021242800,10,480116.3714
111150,7169028133,Maria Luis Luis,Claros Quispe,6729678432788240,10,480094.2869
15062,7905211611,Ricardo Elena,Perez,9356048668445910,10,480093.7623
73472,886429129,Ricardo,Quispe Vargas,881459583971235,10,480080.8571
65523,5378803073,Ricardo Lucia Juan,Quispe,5399555503977160,10,480038.8415
123320,2606329604,Juan Carlos Carlos,Perez,6728307577517740,10,479953.4228
88518,4133014305,Juan,Mendoza,9127576360589750,10,479934.5019
97569,134392878,Juan Ricardo Jose,Rodriguez Quispe,4776604050029210,10,479754.97
77848,6898552457,Ricardo,Mamani Lopez,3615260617628640,10,479725.0932
63925,9853117583,Luis Lucia Jorge,Mendoza,3130608219270460,10,479580.2234
45256,6103333688,Lucia,Vargas,4452042569350590,10,479560.9752
121650,9030668024,Lucia,Mamani Garcia,5569621085229810,10,479509.4127
116329,6010290395,Sofia Elena,Lopez Flores,4844527873466800,10,479391.9822
73012,570053704,Ricardo Sofia Maria,Vargas Vargas,8614835696348630,10,479301.4371
2477,98020485,Luis Lucia,Vargas Vargas,4496894309909610,10,479266.6693
69791,1800138482,Juan Jorge Jorge,Vargas Flores,6435715025438400,10,479191.4396
27459,4021460212,Diego Ana Maria,Claros Mendoza,8156719236038090,10,479108.9368
98334,4046958190,Maria Sofia Luis,Lopez,564186303545327,10,479051.917
104401,9633862403,Ricardo Jose Sofia,Claros,8254945005788240,10,479034.9943
15147,3221687689,Lucia Diego,Rodriguez Garcia,2474716302836310,10,478915.5292
79747,8738847887,Ana Luis Ana,Perez,9956244550196220,10,478852.6707
50570,6485773103,Carlos,Mendoza,7603956762165820,10,478828.7699
93445,6692496736,Luis Ana,Mendoza Mamani,8013351047925070,10,478770.9899
11265,8787441854,Jose Luis Ana,Claros,4860621340298100,10,478713.1502
102603,3324656601,Carlos,Perez Mamani,7803753280372520,10,478661.5746
106301,6796128145,Sofia,Flores,8260016325132380,10,478567.7147
62871,9453183479,Ricardo,Perez,1572656568385640,10,478455.8156
102261,9943675274,Elena,Garcia,7958524013754000,10,478451.6015
14192,6693419076,Ana,Quispe,1122477899136920,10,478354.0581
92106,411027832,Juan Ana,Choque Rodriguez,6190492260235880,10,478320.5625
95912,7817667990,Carlos,Lopez,8459201001471460,10,478264.0324
117791,5489431854,Lucia Jose Jose,Garcia Claros,3748638524664830,10,478084.9998
113319,4347575521,Elena Jorge,Rodriguez Lopez,8460089077717210,10,478048.6365
40420,7432777646,Maria,Lopez Mamani,7306993124205610,10,477996.0347
73569,1538699929,Diego,Garcia Martinez,7878190842246510,10,477946.3645
102099,7837790520,Jose Luis,Vargas,9069346489562860,10,477891.5015
18664,7013253075,Lucia,Perez,299496020991351,10,477852.0773
37505,4751366202,Diego,Rodriguez,4414640272010240,10,477797.653
122183,8786469456,Sofia Maria Jose,Mamani,2630114224748800,10,477724.8729
9681,9510650464,Ana Jose Diego,Mendoza Perez,3917431696468480,10,477698.3869
73437,7424820771,Ana,Garcia,7829910730621980,10,477636.8265
108150,3878551293,Lucia Diego Jose,Claros Perez,1449708340877220,10,477572.1025
56722,469034611,Juan Jose,Choque,2537161555358160,10,477567.0761
115487,3055936150,Sofia Lucia,Garcia,5659546970992150,10,477558.0859
60710,809222284,Juan Diego,Vargas Lopez,6105652636728640,10,477397.3026
24615,8084563500,Lucia Juan,Claros,6216992788131430,10,477316.0847
66040,3195353758,Lucia,Garcia,5077774584074360,10,477312.0839
66680,4369719651,Elena Luis,Garcia,8630811082412180,10,477217.7148
