Nro,Identificacion,Nombres,Apellidos,NroCuenta,IdBanco,Saldo
5718,4264827932,Ricardo Ricardo,Vargas,5557504605176470,3,496571.5029
30835,3262561357,Elena Jorge Ricardo,Flores Mamani,953793296484662,3,496391.848
70471,4946768341,Juan Ricardo Maria,Garcia,539477654712337,3,496307.0855
56365,2401785528,Diego Juan Sofia,Claros,4023496265803590,3,496300.4459
33925,1462094006,Sofia,Lopez Flores,5860439184137220,3,496241.5942
63673,7979176779,Diego,Mamani Flores,1979165496569030,3,496171.6228
60660,3772351130,Luis Diego Lucia,Quispe Claros,5281890129242420,3,496084.2042
65039,1572565551,Elena Sofia Ricardo,Mamani,5317963526151330,3,496063.6666
90006,4882113237,Sofia,Perez Quispe,3640115399627800,3,495969.7842
53564,7291179600,Juan Maria Diego,Flores,475954135222254,3,495950.7674
68946,6506708429,Jorge Lucia,Vargas,6277332715598760,3,495923.4167
30316,664609468,Jose Jose Ricardo,Perez,5309635557921260,3,495904.2893
43797,7146247249,Jose,Garcia,549633801949264,3,495835.8492
22455,1167905984,Sofia Carlos Elena,Garcia,5955816143439850,3,495803.5172
846,2437055289,Diego Carlos,Quispe Vargas,9070070636863510,3,495778.8741
75341,6568965386,Carlos Ana,Perez,3535111355096770,3,495765.2534
19807,8641147088,Elena,Vargas Vargas,4308593633039850,3,495756.4218
86679,9013858133,Diego,Vargas Rodriguez,7862078191712160,3,495748.5049
59324,3601511435,Luis Jose Ana,Vargas,7697943920577780,3,495744.0188
85374,5006784818,Luis Maria Ana,Mendoza Perez,5215745122837940,3,495668.5826
25435,9249597816,Jorge,Perez Perez,2773234509770770,3,495653.4746
39022,1812998362,Maria Maria Carlos,Perez,2828410436850400,3,495629.8322
35165,4526216783,Ana,Claros,8129570765920870,3,495614.472
33628,9630770960,Luis Sofia,Garcia Quispe,8887151694735990,3,495601.9229
123059,3775493828,Luis Carlos Diego,Flores Claros,6853070633835000,3,495584.7555
29811,9184112250,Juan,Mamani Claros,1340735626662160,3,495523.6609
63211,9211647863,Lucia,Perez Rodriguez,9417202703821280,3,495450.4599
32584,1189520538,Elena Lucia Lucia,Quispe,2692784653478020,3,495437.575
57727,9701120431,Ana,Lopez,2581991531252740,3,495400.3744
54735,7830841858,Ricardo,Rodriguez Rodriguez,411616284546638,3,495364.4598
112081,761361049,Carlos Juan Jorge,Quispe Mamani,7434255763856220,3,495358.9403
4836,2330813153,Lucia Carlos,Garcia,4245571836571350,3,495192.8639
50791,7756531840,Carlos Ana Maria,Rodriguez Flores,8287195849618000,3,495094.8432
18587,3123052321,Maria,Mamani Claros,2204530076089580,3,495084.8563
109100,8117606247,Diego Carlos Jorge,Vargas Perez,4046424037022290,3,495050.2214
84711,2678660179,Jorge Lucia Lucia,Lopez Lopez,5735440990306640,3,495018.0457
12619,6474531015,Diego,Mendoza Quispe,104191887581887,3,494957.756
95949,5372140395,Sofia,Lopez Quispe,8547424721132970,3,494939.0415
114297,2440222375,Elena,Garcia Mendoza,4548578509054380,3,494929.6802
54084,2070089765,Maria Lucia,Lopez Mamani,2477019385388990,3,494764.7782
65662,5511344244,Sofia Juan Diego,Garcia Quispe,4016874702165610,3,494719.8814
8164,5242852291,Sofia Ana,Mendoza Lopez,8395113106808390,3,494693.9093
48165,5538645737,Jose Ricardo Carlos,Quispe,6014413927416910,3,494619.3843
104274,6374553478,Carlos,Claros Garcia,7034041604507220,3,494522.1743
105583,5150012684,Sofia Jorge,Mendoza,1080857380884860,3,494380.3844
105551,6960213289,Luis,Mendoza,6994438935385160,3,494228.1151
102195,4271622276,Lucia,Vargas Rodriguez,6742379271027490,3,494172.0136
66866,4321305640,Elena,Lopez,993469999954331,3,494149.8495
31768,2359124040,Lucia Lucia,Vargas Rodriguez,4470236371514540,3,494131.9745
69747,7048998683,Ana Luis,Flores Vargas,7951102636121940,3,494128.1017
49719,9820546538,Sofia Elena,Quispe Mendoza,7968139814672020,3,494101.7996
21362,1575748197,Juan Ana,Mamani,4904238484434490,3,494039.3551
5304,6064302968,Maria,Flores Garcia,8225490937013810,3,494009.7524
45598,5439443563,Sofia Maria Diego,Mamani,427972454850704,3,493986.4394
22528,5104546368,Ana Luis,Quispe,6998873343088350,3,493868.6128
43142,6948170577,Jose,Mamani,1399557211978020,3,493865.1327
27806,3556941184,Jose,Flores,4469518923814370,3,493809.0043
35637,766722878,Lucia,Rodriguez Rodriguez,9799496856692950,3,493663.05
46574,5268574162,Ricardo Elena,Garcia,8987522320298970,3,493465.9126
75567,310996875,Ricardo Sofia,Mamani,6866771811417320,3,493406.526
94978,9860888479,Sofia Luis Lucia,Lopez,6435808805799080,3,493405.7385
102200,2979426115,Ricardo Juan,Mamani,3069543193919950,3,493272.7175
28869,5311918985,Carlos Lucia,Garcia,4583068321940360,3,493188.3263
6075,4393594900,Luis Diego,Rodriguez Mendoza,4725602868455110,3,493171.038
4138,3017943090,Carlos Sofia Diego,Perez,5386819112843120,3,493023.8466
68628,8177725284,Ricardo Lucia,Vargas Mendoza,3917208317815500,3,493019.4263
121025,9892256747,Luis,Claros Vargas,8229463814136620,3,492917.9241
119012,2672844805,Diego,Claros Vargas,8052709491372650,3,492907.0786
81283,9485884042,Ricardo Lucia Jorge,Rodriguez Mamani,7560983860361850,3,492880.78
97081,302468108,Lucia,Garcia,9601849380406210,3,492761.547
97954,8016167990,Sofia Maria,Mendoza Garcia,1808701384651800,3,492611.3158
22768,8444331215,Ricardo Ricardo Elena,Rodriguez,3670947038689550,3,492597.7897
33584,2473846116,Sofia Juan Jorge,Claros Quispe,9049645299196040,3,492445.8708
46524,6216545337,Ana Ana,Vargas,4543102010362330,3,492412.0062
5673,5251705821,Maria Luis,Mendoza Mendoza,8145754826889200,3,492369.1996
73088,9566563530,Maria,Mamani,4663263121771690,3,492252.9059
7192,3733416607,Carlos,Flores,3027654735617120,3,492241.8356
53504,8969769439,Carlos Elena Jorge,Vargas,292273018631364,3,492234.8537
64011,6741632577,Lucia,Mamani,144807844545571,3,492142.7089
73879,6378017498,Jorge Luis Ricardo,Mamani Rodriguez,7385704098209250,3,492137.6507
84972,731735571,Lucia Jose,Martinez Perez,7991686330765700,3,492053.9639
1853,2892467869,Lucia Diego,Mamani,6115934313142400,3,492026.7407
109007,8439071157,Sofia Lucia Jorge,Mamani,9613352350172520,3,492026.2182
66159,4487991343,Carlos,Flores Perez,5976386408330280,3,492006.0634
966,642714107,Luis Elena Jose,Perez,8301611178929340,3,492004.6804
117221,5972292331,Luis Elena Jorge,Vargas Claros,1242045140909780,3,491816.6036
10934,6365484337,Luis Ana,Lopez,8400453981354330,3,491758.9544
26122,7635473621,Ricardo Jose,Rodriguez Lopez,9872730788550240,3,491700.8483
69034,2963125867,Elena Ricardo,Flores Vargas,7747604133958270,3,491631.564
31735,2965235034,Ricardo Maria Luis,Claros,2617503082490190,3,491538.9255
23032,2132550005,Juan Maria Carlos,Vargas Flores,7712957026267440,3,491504.1897
100327,6635980427,Jorge,Perez Perez,662663823485679,3,491408.0075
67241,5679806012,Luis Maria,Garcia Perez,8520678890350010,3,491326.1593
115630,4660743535,Diego Ana,Perez Garcia,179086358181327,3,491283.2271
21876,2247682457,Juan,Garcia,3240714675058130,3,491222.8065
41168,1177786739,Carlos Jose Maria,Flores Choque,8003378942947380,3,491132.3632
120520,923364552,Ricardo Jorge Ricardo,Vargas,1890655219095860,3,491081.6096
52521,4461475769,Carlos Carlos Sofia,Perez,4579090976318020,3,491023.25
9603,4965434237,Ana,Flores,5937317547221450,3,490989.3836
121170,6334812648,Sofia,Lopez Flores,4909976449540390,3,490954.9284
50144,5493763720,Ana,Quispe Mendoza,7360814968865550,3,490937.745
108294,3893569399,Jorge,Mamani,7457632149395520,3,490866.2185
91486,6032977240,Ricardo Juan,Vargas,7221800035725630,3,490811.2445
42323,1375228288,Jose Jose,Choque,806995731007003,3,490770.0529
9489,7899765575,Diego Ana,Mamani,2204342282692300,3,490746.6442
22937,3158154150,Maria,Quispe,6452527483621510,3,490704.1855
44720,8826150715,Maria,Flores Perez,4418667119528620,3,490519.5624
21295,4239906993,Jose Jorge Lucia,Claros,273070713550555,3,490512.7
82964,7126409526,Juan Lucia Jorge,Perez Garcia,4662455601152470,3,490490.8186
104026,6936161474,Luis Jose,Mamani Perez,1321212270177750,3,490481.5593
84943,9758908345,Juan Luis Jorge,Quispe Mendoza,3286955486424340,3,490347.3084
18506,9081882796,Elena,Vargas Quispe,5329459757930980,3,490311.768
10853,2439696869,Maria Diego,Quispe Mendoza,7413056213033600,3,490038.0984
9539,9590281160,Lucia Maria Jose,Quispe,880275052781696,3,490035.67
88683,7028555652,Maria Sofia Juan,Garcia,8894819890985260,3,490024.9866
40065,3744088994,Juan Ricardo Maria,Mendoza Mendoza,8657458858657360,3,490022.5724
116792,4405369885,Carlos Luis,Claros Lopez,3670676924898330,3,489977.1563
11776,8825713907,Sofia,Mendoza Mamani,4050856224926460,3,489951.2862
101557,5785220318,Diego,Mamani,9363512730692880,3,489744.9792
94674,4407593805,Maria Juan,Perez,138609495980094,3,489734.55
6868,5366848151,Jose Sofia,Mendoza Vargas,4221151177681850,3,489614.9442
71440,3291240677,Jorge,Claros,2544714209583920,3,489607.7573
93115,8450886395,Maria Ana,Rodriguez,1881457831938170,3,489544.0007
87208,8315606634,Elena Ricardo,Flores,8260539804212660,3,489489.5819
66831,1473863233,Ricardo,Quispe Mamani,4897919446255270,3,489487.011
111034,2696860754,Sofia,Mamani,2112072511070940,3,489401.509
50237,7847644696,Jose Diego,Flores,5166124663338890,3,489393.9379
65712,728752095,Jose Luis Lucia,Vargas,6701616054416490,3,489383.2157
75579,4631817716,Carlos,Mendoza Lopez,5300313095589380,3,489372.8878
109815,843869768,Elena Jose,Flores,6924588432412150,3,489345.043
37755,1412059778,Maria Ana,Mamani Rodriguez,2318412401853820,3,489080.1448
84172,3542892348,Sofia,Garcia Mamani,275622402984230,3,489071.2391
72403,6203706652,Luis Juan Ricardo,Quispe,1289263117782200,3,489004.964
77898,2214800845,Maria,Claros,3468289460199360,3,488924.3282
26489,8865644784,Ana,Mendoza,4848505790085480,3,488912.5269
114953,1555152847,Ana,Lopez Perez,1940347152257420,3,488834.2808
19485,2863161681,Diego Jose Diego,Perez Flores,6625380531324100,3,488797.7997
12278,5330208615,Ana Lucia Sofia,Rodriguez Quispe,3280606346293720,3,488740.9005
8860,1142727694,Elena Juan Carlos,Martinez Martinez,1502084452717400,3,488719.8438
54357,2021078563,Jorge Jose Carlos,Garcia,5413055116054880,3,488717.4529
62771,8123055854,Jorge,Mamani,9753714293410080,3,488617.4966
37837,8541642547,Diego,Perez Perez,4751938093304760,3,488580.3909
115817,6513367836,Lucia,Lopez Mendoza,4750870516032540,3,488500.0998
106817,7865645972,Ricardo,Flores Rodriguez,3016744900093370,3,488450.3968
79880,6446690567,Elena Carlos Jorge,Claros Flores,53442321734621,3,488416.2503
32477,1722029047,Ana,Perez,5247225464191450,3,488310.7553
9673,5850008138,Luis,Mamani,1394853181767910,3,487745.9517
96682,3367504307,Lucia,Mendoza Garcia,1201215078294950,3,487615.2944
33573,2015652328,Maria Elena,Garcia,8221283558852860,3,487567.6266
94442,3464708281,Lucia,Mendoza,717657857731508,3,487534.9358
21399,9467473296,Jose Maria,Mendoza Vargas,1702401335362750,3,487532.6644
105313,2709242680,Ana,Flores,3142663473283600,3,487451.4419
58093,8821627672,Elena Lucia,Mamani,1229717252780880,3,487442.2534
98435,3950399552,Jorge Sofia Elena,Quispe,3641461713270710,3,487409.4042
111923,2095010195,Carlos Diego Luis,Rodriguez,6648036733009620,3,487231.9386
22559,8587670847,Jorge Luis Jorge,Perez Mendoza,77461833932975,3,486986.4487
69330,4929171323,Luis Juan Diego,Perez Quispe,8074025683701750,3,486900.5716
70381,2717637273,Maria Juan,Lopez Quispe,9532281783559310,3,486828.3928
88388,2220615693,Elena Maria Jose,Vargas Mendoza,2212495950626220,3,486520.0882
90212,5355846357,Lucia Ricardo,Mendoza Garcia,8694859380219280,3,486448.491
65725,5488633190,Jorge Juan,Lopez Flores,3314903942048110,3,486327.4155
14195,9622321999,Sofia Elena Maria,Perez Perez,4176972282244520,3,486303.3425
71702,7074694923,Lucia,Lopez Mendoza,4896659934882250,3,486246.5091
46884,9221078661,Jorge,Garcia,5755094268971110,3,486232.3193
35325,9637405731,Ana Luis,Garcia Lopez,9090268491553280,3,486206.8032
59542,935376708,Jose,Choque,1884519114971790,3,486186.8631
110328,8678225759,Ana Juan Ana,Vargas Vargas,9754343229929770,3,486071.0012
80294,7908751254,Maria,Quispe Flores,5593029536555510,3,485993.3599
43172,8116086007,Elena Luis Ana,Mendoza,462893931431618,3,485940.292
38227,6411333832,Jorge Jorge,Mendoza,4688627994565920,3,485909.6149
31901,1613219848,Lucia Ana Elena,Vargas,2772174318132810,3,485880.266
91183,9908601166,Juan Lucia,Perez,1328659198945880,3,485832.9414
91775,6186269085,Carlos Carlos,Vargas,8550077401612260,3,485776.7798
12722,6944322722,Jose Ana,Mamani,5248345806859770,3,485692.4753
5164,5693246120,Lucia Jose Maria,Mamani,428000297212873,3,485565.8882
12740,7628938527,Jorge,Perez,3132885888189130,3,485534.1076
103252,8971143740,Ana Jorge,Vargas,6667275664359280,3,485513.456
59776,4069641610,Diego,Rodriguez Mamani,1895831996779390,3,485417.2385
53282,127865202,Jorge Jose,Rodriguez,6064605330665220,3,485267.5542
43616,9225645049,Sofia Jorge,Vargas,18191559328704,3,485216.3186
13557,4302675800,Sofia,Claros Quispe,4310756405844930,3,485142.6364
50993,5131293438,Sofia,Lopez,33979960016385,3,485138.0703
82698,9590096302,Juan Carlos Carlos,Flores Lopez,8427644509060440,3,485052.4452
68050,7590731995,Ricardo,Quispe Mamani,1209170804923200,3,484857.5205
80067,5377677677,Maria Sofia Lucia,Lopez,1730047192303840,3,484756.7593
8784,5897268105,Ana,Garcia Perez,7115355969999370,3,484673.1027
101152,7458710157,Elena Elena Ricardo,Mendoza,4998279848169580,3,484631.8589
18574,4839761989,Diego Sofia Juan,Claros Mendoza,3730554117819980,3,484600.4004
65294,8629704571,Ana Maria,Mamani Mendoza,8456846550548010,3,484534.769
94260,5785896920,Ana,Lopez,3358659337365650,3,484526.6835
66628,6006494172,Luis Jose,Perez Mendoza,5459015571743060,3,484522.3935
25947,8315839346,Ana Jose Jose,Claros,2930428324004300,3,484518.1949
75107,6040730914,Elena Maria Jose,Vargas Mendoza,8669475301223070,3,484513.2271
27630,2741408569,Diego Luis,Flores,9180109873207950,3,484504.6813
67477,5536718729,Elena Ana Juan,Flores,9812780137301240,3,484485.9181
56668,4044400014,Carlos,Claros Perez,191040223727476,3,484459.5212
80910,6443194073,Ana Luis,Mendoza,4838270795969630,3,484234.0628
107765,5293514364,Ricardo Luis Diego,Mamani,8487269367429820,3,484165.891
82233,4477537907,Ricardo Maria Diego,Flores Perez,1675043551045800,3,484161.7253
115415,4963027191,Carlos Juan Ricardo,Lopez,1855926455349260,3,484111.2772
56212,2253038198,Sofia,Flores Mamani,9197055062640590,3,484068.377
99385,1623417874,Lucia Jorge,Choque,5377110434844040,3,484014.1817
67532,5040003616,Jorge Elena Ana,Vargas Perez,7352194458794410,3,483761.5252
33647,8591721864,Lucia Elena,Rodriguez Garcia,8943134134915150,3,483602.2502
54880,936086963,Lucia Jorge Ricardo,Quispe,7951108340643820,3,483570.3862
97964,5509114070,Juan Maria Diego,Lopez,360216734201821,3,483503.1503
67599,4533958555,Carlos,Rodriguez Flores,7676613329796880,3,483474.2475
37006,9791496370,Jorge Diego,Mamani,6435357800250210,3,483281.3444
37732,9216726267,Ricardo,Quispe,3688199711376110,3,483173.1849
59114,7965736907,Diego,Claros Claros,8971163743413350,3,483051.4878
32301,6586336794,Jose,Lopez,9343650175164260,3,483022.31
79252,3443907505,Carlos,Vargas Lopez,5795116314670570,3,482989.2009
47864,713171644,Luis Maria,Flores,8591419369854430,3,482977.3439
724,2263760314,Jorge Luis Jorge,Lopez,5641057997154610,3,482885.5753
71905,2677077966,Juan Ricardo,Quispe,190028829380930,3,482867.9692
88345,576312075,Maria Juan,Garcia,4883391295162590,3,482748.7481
39890,1121644753,Juan,Lopez,6541689885619900,3,482696.4865
111524,5852722560,Juan Carlos Jorge,Lopez Vargas,4799666747665230,3,482663.6957
19936,6668833685,Jose,Mendoza,1484142335625630,3,482604.1274
12739,7628938527,Jorge,Perez,6725766802527450,3,482482.3217
60734,2575940194,Jorge Ana,Garcia,4133451872267550,3,482471.2653
31970,5971206290,Sofia,Flores,3201097839680990,3,482451.7944
21966,4394617975,Sofia,Vargas,1702107025103640,3,482450.6668
73381,8706174054,Maria,Perez,536172929990240,3,482390.1119
2528,5671706491,Jose,Mendoza Mamani,5746607355294720,3,482376.347
94923,806262507,Diego,Rodriguez Choque,3843571278922670,3,482369.0295
67705,9857499260,Jorge Sofia,Claros,1948425718048280,3,482352.096
46438,2445934961,Jorge,Garcia Vargas,3983334936670950,3,482284.2825
106103,901849581,Jorge,Garcia Flores,4903565796034150,3,482266.5136
106268,5014664858,Lucia,Mamani,4942341197547280,3,482255.5246
21406,4314912132,Lucia,Mamani,2660644078300480,3,482211.8894
39487,4522097687,Carlos,Rodriguez Vargas,5522186165133570,3,482047.7054
23710,8971760255,Jose,Perez Mendoza,1029850527211930,3,482019.7811
88953,5601105353,Ricardo Sofia Elena,Vargas Vargas,649213066576955,3,482006.2369
57610,7349633402,Maria,Mamani,2084062835516360,3,481998.7898
49512,4372632612,Diego Jorge,Mendoza,9348621311076600,3,481945.52
46271,6157279055,Jorge Jorge Jose,Rodriguez Rodriguez,3963850301001850,3,481849.6717
12159,3270287922,Ricardo,Flores,1372879964252870,3,481811.5222
70996,9914277592,Ricardo,Flores,8849979109939130,3,481752.3192
55521,3690178858,Luis Luis Lucia,Mamani,8813671422726970,3,481747.706
40472,1012953405,Diego,Vargas Mamani,9320069129138300,3,481665.126
112824,9732495870,Lucia Carlos,Mamani,5854327590970120,3,481655.4324
77204,7953638241,Diego Luis,Lopez,4679281108354420,3,481636.5254
45624,3362816269,Lucia,Mamani,8500629184942150,3,481635.5256
102692,167605447,Ana Diego Jose,Lopez,7958975368835690,3,481557.9325
98544,3767254560,Ricardo Jorge Diego,Quispe Mendoza,3648739968882030,3,481471.0285
60445,8855140301,Juan,Mendoza,4294734654269360,3,481401.078
114157,6854051489,Ana,Perez,171753686684516,3,481387.889
18001,9125670181,Carlos Sofia,Mendoza,7481895420338120,3,481326.4277
55293,8322322632,Jose Maria,Flores,6137546926750300,3,481291.0312
72559,2378077302,Lucia Sofia,Lopez Perez,1365955446228150,3,481180.1788
53111,5438737586,Diego Lucia Sofia,Flores,1172392847776680,3,481149.0747
31666,2298074878,Ricardo,Rodriguez,4269033056199230,3,481098.6326
18358,6283508044,Maria Sofia,Lopez,8992685995753770,3,481083.904
53431,5805575130,Diego Ricardo,Mendoza Flores,3602230734651180,3,481034.4315
65343,6585553577,Sofia Lucia Elena,Quispe Perez,3851268902601500,3,481019.912
34374,3494250943,Sofia Carlos,Vargas,4605831870674610,3,480875.7516
20345,9765898192,Luis,Vargas,51709111594230,3,480853.113
50393,9406221843,Ricardo,Quispe,4346115778279340,3,480832.2203
24524,3887111650,Ricardo Lucia Jorge,Garcia Rodriguez,9723723964409560,3,480807.6558
36818,6135101495,Elena Elena Carlos,Lopez Perez,2689724844797960,3,480772.1226
99776,7563624427,Sofia Diego Jose,Claros,564783160060084,3,480744.3168
19486,2863161681,Diego Jose Diego,Perez Flores,5759303962779110,3,480642.1093
112647,3159621448,Ana,Mendoza,6774178963799370,3,480624.7469
38112,5846128389,Elena,Flores Rodriguez,6385916880844110,3,480578.08
108727,7370315254,Jorge,Claros,173495690617019,3,480495.0852
3885,2460482432,Jorge,Rodriguez Mendoza,1224149798059380,3,480441.521
57974,6237014664,Jose Maria,Vargas,6762359623073960,3,480393.8819
106258,5975063758,Ricardo Lucia,Perez Lopez,8970484348817830,3,480017.4062
122488,8000409288,Diego Ricardo Elena,Mamani Mamani,8199020526205980,3,480007.4313
115877,3325329030,Jose,Lopez Mendoza,6473456529511330,3,479897.2055
34908,324353031,Diego Sofia,Rodriguez Mamani,7267846293456690,3,479861.9412
112618,9729861184,Luis Lucia,Garcia,8272864624821210,3,479840.1668
3319,2451242533,Jorge Maria,Vargas Perez,948575702307587,3,479807.4573
7664,8293953303,Juan Juan Juan,Flores Mendoza,3913389429840670,3,479803.5596
52702,9635619189,Jorge Carlos,Perez,8179071733625710,3,479782.4781
44154,9892795821,Ricardo Ana,Lopez,9802662862622470,3,479712.9527
28764,1240095495,Jose Ana,Quispe,574131426781902,3,479671.1403
8693,4196384316,Lucia,Quispe,4616246971001620,3,479591.9981
13913,1891045629,Elena Jorge Maria,Lopez,4807429887546560,3,479545.4783
114758,4126708583,Sofia,Flores Mamani,8442526480244600,3,479415.1794
107091,2606940240,Maria Luis,Vargas Claros,7891933455585790,3,479377.2263
102674,3469870305,Diego,Rodriguez Mendoza,8101831304533450,3,479352.0293
27653,8822100497,Luis Carlos,Lopez,9462416841977030,3,479346.6828
77087,3274627445,Ricardo,Mendoza Flores,316455163394301,3,479279.8747
37227,4136948233,Jorge Juan Luis,Lopez,8731448747285720,3,479256.5434
77647,6600017208,Jose,Mendoza Quispe,5571331975691130,3,479012.0353
9025,3708671265,Ana Sofia,Quispe Mamani,9183114225701230,3,478994.1897
15809,3200266773,Lucia Elena Carlos,Mamani,9233255886714060,3,478985.0638
20578,143241490,Diego Ricardo,Mamani Vargas,1009422270946420,3,478856.5278
49676,8657885893,Lucia,Mamani,5053750398855110,3,478805.9698
112105,6831372391,Maria,Perez,6616655413219910,3,478797.7312
41013,2382420937,Carlos Jorge Jorge,Vargas Mendoza,9409199043958820,3,478793.1204
47414,4790209218,Sofia Luis,Garcia Claros,8065886717786640,3,478790.8727
49518,5401101441,Juan Juan,Claros Garcia,7648220195274790,3,478782.4279
12632,6554779230,Ana Diego Lucia,Quispe,4209299644664000,3,478649.378
